time,tweet,label
2024/6/20 7:57,当红星新闻喊出“不要过度造神”，证明中专生姜萍这场网络造神事件已经到了尾声。  从姜萍并不出色的数学考试成绩，从记者无意之中拍到姜萍的数学笔记笔迹不同，以及网友质疑姜萍的老师王润秋，在上一届和周英英就有作弊的嫌疑，姜萍造神背后的真相极可能是：造假和摆拍。  如今就看官媒，姜萍及王闰秋团队，阿里官方这三方如何完美收尾这场“造神”了。  造神一波流量，推倒又是一波流量。媒体是开心，我却从头到尾被骂惨了，可能这也是我粉丝不多的原因。   #胡锡进 不信姜萍与老师共谋惊天骗局##姜萍黑板题目的详细解析# #平常心对待姜萍不要过度造神#,0
2024/7/17 11:26,教育系统是“姜萍造假”这个“惊天丑闻（胡锡进语）”和“重大事故”的主要责任方吧，悄悄冷处理可以免责吗？,0
2024/7/31 18:38,姜萍那个事就这样不了了之了？ ,0
2024/7/1 21:54,"如果阿里不炒作""数学天才""，没人关心包括王闰秋姜萍在内的任何人，就像这次预赛北大还有""袋鼠""入围，没人质疑。除非阿里也炒作有天才袋鼠，那大家就得问这袋鼠也能做高数了？首恶是阿里王闰秋，只是这俩装死了  阿赛802个复赛选手,我不都质疑就是双标?/@肥肥小炸虾:你看,宁可摆烂都不回复",0
2024/7/20 10:02,还有 把阿里资本家制造的“全球 假12”教师骗子王闰秋打造成全国人民学习膜拜的“教师楷模”“伯乐之神”；却反倒想把院士签名人民政府授予的“全国 真7”辅导教师冯岩打入饥寒交迫的万丈深渊。没说的，坚决誓死抗争。[加油][拳头]  骗子姜萍“赢了”！成为很多人心中“正能量”，面对的公信,0
2024/7/7 20:14,阿里炒作小姜同学用力过猛，本想露个脸，结果却露个屁股出来[允悲]回复@大道至简0077:[赞]感觉决赛成绩公布发奖的时候，姜萍会讲解竞赛题的。,0
2024/7/23 9:55,【就事论事】的确是“劳在姜萍事件上可谓颜面扫地”。姜萍是个骗子，劳一直在支持姜骗子。   大谬不然，我认为 劳在姜萍事件上可谓颜面扫地,0
2024/7/8 17:45,话术高明，高级骗术。 文字用心巧妙！让不了解情况的人以为这是姜萍被质疑后给出的态度。,0
2024/7/11 16:08,连姜萍这种毫无高数能力的人都能在全球高数竞赛上获第12名，这些论文造假还有什么稀奇的？姜萍的“突破”是0窜到100的非人类可能的神迹，是0乘n大于0的笑话，而那些造假学者则是61到60、70的鼠窃狗偷，是+1+2的侥幸。看到这样丢人的数据，你想起了谁？#政治# #科学# #认知# #姜萍遭质疑# //,0
2024/7/1 12:44,而且我身边的所有正常人对你这些列举的“证据”的第一反应是什么？是“谁tm小时候没写过错别字啊”，到你这就变成“实锤”，“捶死”，迫不及待的要把姜萍给拉下来证明自己质疑的正确性，这是为什么呢？你可别跟我说什么寻求真相，寻求真相前100里经得起这样质疑的会超过两只手吗？我呸,0
2024/7/1 22:21,讲得挺好的，她又不是介绍自己的心得。相反，#姜萍#介绍自己情况时，才真正是言之无物，没有一点点学数学的具体经历。 而且这位同学也是未成年人。这个要辩证得看，关键时候八股文还是可以救地球的,0
2024/7/13 17:36,你的刑诉“排除合理怀疑”很专业。我只是想说，关于姜萍是否作弊争议，现有民行刑立法足够解决，但司法违法拒绝处理，立法就成了摆设。一个无法无天的社会，对于公共事件争议，是不可能获得正常解决的。翻篇儿吧！无视就好。回复@法律人冯岩14: 把所有的可能性都排除了，你才可能去下定论,0
2024/7/13 15:09,学术造假不是每个人都能一眼看出来的。姜萍作弊是一眼假，而且还很多人信,0
2024/7/21 9:49,捞教授会使八面风对。而且现在不让跟进报道的力量才是最大的势力，期待劳教授们无惧“危险”让他们开口。这件事情性质非常恶劣，其实就是挑战我国高考教育制度，企图扰乱我国人才选拔体系，姜萍作为主要参与者一定要受到严惩，还有那些自媒体推手，都有不可推卸的责任。,0
2024/6/21 10:35,但凡受过九年义务教育，就知道数学不是学佛求道或者写一首诗，靠不了突然顿悟。 灵感乍现也是需要厚积薄发，有正常的学习轨迹。  同时，数学牛逼天赋一定是藏不住的，天才必然会展露痕迹，不可能你前十几年资质平平，突然一鸣惊人。  与姜萍同时入围决赛的还有不少初中生。20多名的邓乐言，初二就获得北京大学第八届中学生数学科技夏令营未名奖（最高奖）与第五届全国刘微杯数学竞赛一等奖。  长沙初三的罗思源初赛406名，初二参加全国高考，物理方向考出622分。后面又以全国第20名考入中国科技大学少年班。  之后成功入选清华大学丘成桐数学科学领军人才培养计划第一批名单，获得保送清华大学求真书院的资格。  姜萍在镇上初中数学都不是班上最好，中专数学月考不及格，突然出来碾压这一众天才，已经超出了科学能够解释的范畴。  现在就看事情如何收场了。,0
2024/7/21 17:12,一个多月前我看完视频果断告诉大家：姜萍的“数学方面”一眼假，那时涌来的是左中右一致的排山倒海的攻击谩骂。现在，大家再次看到我绝不含糊绝不动摇只说真相，因为我跟事实、科学和逻辑在一起，而无论流量。其实已经没有几个网民再相信姜萍会高等数学了，文科生都没有几个了,0
2024/6/19 13:56,北京大学硕士、数学竞赛名师赵斌对赌500万，实名质疑姜萍作弊…  大家怎么看?[思考] ,0
2024/7/12 13:54,一进办公室，两个同事正在义愤填膺给别人讲姜萍是骗子，一个是70末，当年市状元考上的浙大，一个是70中，北外毕业的。 ,0
2024/7/14 22:45,因为大家都知道姜萍是骗子，所谓追究“诽谤”者的过程，实质上就是揭穿姜萍作弊造假的过程。包括劳东燕也明知姜萍是骗子，污蔑打假者诽谤，就为把水搅混。难,0
2024/7/19 11:53,姜萍连初赛都没参加，决赛就更不可能了，这就是彻头彻尾的造假，为的是所谓“价值引导”，现在，造假酿成惊天丑闻，属于舆情的重大事故，有些人怕追责，还在继续造假舆论以蒙蔽上厅。你说的是初赛，这说的是决赛试卷，但我网上查了一圈，没有任何相关消息，不知道是从哪里看到的。,0
2024/7/23 1:10,我踏马今天才知道姜萍那个事儿是造假。愤怒过后一时无话可说 ,0
2024/6/28 9:59,姜萍虽然不是一个顶尖的数学高手，但肯定是个出色的语言大师。她在接受媒体采访时的回答就很有艺术性。  比如：她说自己不屑于做简单的数学题，对平时考试的题目一般大致看看，比较容易的就懒得去做。  别看这轻描淡写的一段话，表面上看没有什么，实际上完美地规避了她月考成绩不及格的疑问。有网友肯定会拿她平时成绩不及格质疑她竞赛的好成绩，照她的说法就是平时考试太简单了不屑于做，高手嘛只做难题，也只和高手比赛！  类似的回答还有，她说平时学高数没有其他同学知道。这个回答也比较有意思，是故意不想让人看到怕影响自己学习，或者怕别人看到嫉妒？显然不是，她之所以这样说，就避免了记者采访身边的同学时，同学无法证明她正在学高数的问题！  正常情况下，你学什么身边的同学应该会有所察觉吧，假如连身边人都不知道，那你很可能在说谎！但姜萍在这个问题，也早就设计好了应对方式，她先人一步把这个问题直接堵死，同学不知道因为自己的保密工作做得好！  但平时考试时，简单的题不屑于做就不能考高分，没有高分就无法获得奖学金。这又和传说中姜萍没上高中而选择上中专是为了能拿奖学金的说法相冲突！  常言道，为了掩盖一个谎言，需要编造更多的谎言。但总有编不下去的时候！,0
2024/7/4 13:43,别人有像她这么不要脸造假还采访欺骗全国人吗？高调低智造神不容质疑？可以吧，你姜萍站出来证明自己，让那些考生也接受调查，清者自清怕什么？一句话都不敢回？,0
2024/7/4 15:26,笑死我了，姜萍的支持者果然是一如既往的没脑子[哈哈][哈哈][哈哈]主=6我..两蛋一针元勋（气抖冷）….都没考上研（扶墙），她….一个中专女生…..怎么能拿第12名呢（吐血[伤心][伤心][酸][酸]算了不说你了[亲亲]你也挺可怜的  不用一个多月。她马上就要期末考试了，看她期末考试成绩不就行了吗[doge],0
2024/6/21 16:32,“我是女的我也觉得姜萍的成绩有问题” ,0
2024/6/27 21:45,#官方回应姜萍月考数学83分#不是，这个女孩要是这么有手段，她还需要上中专吗？她家里还至于是这个条件吗[费解]老师给重点培养的学生送点零食有啥问题吗？月考83分所以阿里考试的成绩就是假的？她也许在准备竞赛，在月考的时候随便做了。数学专业研究生不一定高中的题就做得多好。 ,0
2024/7/29 11:11,岂止是白发？更是起了反作用，进一步地损害、破坏了有关方面的公信力。再例如，央媒通稿惊天动地，隆重推出的“天才少女姜萍”的所谓励志故事，却被事实证明成了翻车大事故。/@孝顶先生:/@辩护人曹宗文: 如在中国的话，在视频面前，新华社哪怕发一万篇医疗改革取得重大成果的通稿也白发了。,0
2024/6/28 10:15,#涟水教体局就涉姜萍问题答复网民# 北大著名数学家袁新意质疑姜萍，（已经经多方验证系本人发表）除作者身份可信度加分之外。 关键是这篇文章比较清晰有说服力。  浓缩一下，就是北大数学教授愿意牵头组织一个3-4人的团队和姜萍面谈/试。 也有多位企业家表示出资襄助此番会谈。 也有实名博主表示，如果自己对姜萍的质疑搞错了，愿意赔偿50万。  浙江大学（数学）夏令营向姜萍发出邀请。多方联络，联系了阿里、姜萍老师、当地教委后均未获回应。可以视为婉拒。  #北大数学教授分析姜萍事件疑点#,0
2024/6/20 20:26,抖音有网友找到姜萍的同学询问网传的月考成绩，被证实是真的。 也就是4月份姜萍中专数学月考成绩是83，此前还有一份3月份的月考成绩为51。 之后一个月阿赛93，这拿的不是绝世天才剧本，而是魂穿剧本。 就在那个月，萧炎遇到了药老，进藤光遇到了藤原佐为。 ,0
2024/7/28 19:00,盖兆泉的微博，可以彻底取关了！ 从诋毁17岁的数学爱好者姜萍，到现在又嘲笑董宇辉。 ,0
2024/7/21 6:39,不要个脸，抓个现行还在狡辩 和姜萍一个熊样,0
2024/7/21 12:56,姜萍的事雷声大雨点小，很多人否定她的人提前把坑位占了，等她跌落神坛，主流媒体如今也不敢押宝平民天才的头衔上。看一些挺姜派说她是去年拜师王润秋，后者作为达摩考院先入局者，对姜帮助很大，如果姜的分数是有问题，或像铁头怀疑达摩院造假（舆论造势），是否代价太大了些。目前信息不全和大量的坑位裁决，后续静观其变[doge],0
2024/7/6 14:57,这个博流量就被刑事了？姜萍及其背后那些人也该有个交代了吧，它们搞的流量也不少。,0
2024/7/20 19:38,7月20日，@师伟微博 老师指出：“涟水中专6月30号开大会，表彰名单没有王闰秋，姜萍的事情毫无疑问是骗局，学校的这个表彰名单是证据之一。”骗局不通报，不追究，不要脸的事继续做，继续骗。该骗局涉及到的人员比较多，毛主席教导我们说，正因为涉及到的人员比较多，所以我们才更要追究每个人的责任。,0
2024/6/29 11:01,我跟肯定姜萍100%是造假！ 如果不是，我愿意直播吃屎！ ##姜萍遭质疑造假# ,0
2024/7/15 16:11,【关于“学术造假一大批一大批我从来都没见过这么大的声浪。实在不理解为啥追着一个姜萍使劲是蛮难理解的”一说的分析】#道德教育##姜萍事件# 在当今学术界，“学术造假”这一现象日益引起广泛关注，出现“一大批一大批”这样的描述所反映的情况令人深感忧虑。如此强烈的声浪，足以表明公众对于学术诚信的高度重视以及对学术造假行为的零容忍态度。 当我们聚焦于姜萍在阿里数学竞赛初赛成绩造假这一特定案例时，或许有人会疑惑为何舆论会紧紧追着她不放。首先，需要明确的是，学术竞赛应当是公平、公正的竞技场，任何造假行为都是对规则的严重践踏，对其他参赛者的极大不公。姜萍的造假行为直接破坏了竞赛的公平性原则，损害了竞赛的声誉和公信力。 其次，阿里数学竞赛作为具有一定影响力的赛事，其初赛成绩的真实性至关重要。姜萍的造假行为不仅影响了此次竞赛的结果，还可能引发公众对整个竞赛评审机制的质疑。 再则，从社会层面来看，对姜萍的持续关注和批评，实际上是在向整个社会传递一个明确的信号：学术造假绝不容忍。通过对这一典型案例的深入探讨和批评，可以起到警示作用，让更多的人认识到学术造假的严重性和后果。 然而，在对姜萍的批评过程中，我们也应当保持理性和客观。不能仅仅停留在对个人的指责和批判上，而更应该深入思考如何从制度和教育层面预防类似事件的再次发生。完善学术评价体系、加强学术道德教育、建立严格的监督和惩戒机制，才是从根本上解决学术造假问题的关键。 综上所述，对于姜萍的案例，我们既要看到舆论关注的合理性和必要性，也要以此为契机，推动道德教育、学术界的自我净化和完善，共同维护学术的尊严和公正。,0
2024/7/25 19:19,这个苏教授实在不忍心直接告诉那个姜萍迷粉：“姜萍不敢来的”，那sb天天蹲在苏教授那儿问“姜萍来了吗”。,0
2024/6/18 9:58,一帮奇怪的货声称自己是名校数学专业毕业甚至在读数学博士（细问之下全都顾左右而言他），然后用傻逼兼文盲破案的方式论证姜萍造假，有意思 ,0
2024/7/4 17:29,正常情况下，学校出现一位数学天才，尤其是数学普遍不太好的中专，肯定值得大书特书，表彰会上，竟然没有姜萍和她老师王润秋，逻辑上说不过去。  这基本上否定了姜萍竞赛成绩的真实性，她如何配合其他人演出，怕是不可能再现了。  阿里也在装死，不做任何解释。  拖延是个好东西，拖得久了，也就不了了之。,0
2024/7/2 9:37,如果不是人日央视新华联袂下场推姜萍，谁知道姜萍知道阿里数赛？我们讨论的，与其说是造假的姜萍，不如说是造神的官媒。,0
2024/6/22 19:16,竟有人付费请我发文认同质疑姜萍言论，网上有多少质疑出于学术？#姜萍遭质疑#  ,0
2024/7/2 9:53,小祖宗已经供上了骗子也得拜了[嘻嘻][嘻嘻]最右加个“疑似”好些。我本来不想说这破事儿了，但打开微博一看又有拜姜的来骂我，那就接着说：我觉得王闰秋和姜萍，实乃师徒两骗子呵呵姜萍就是个骗子，难道真没有人敢说出来吗[笑cry][笑cry],0
2024/7/2 15:49,这是骗局吗？  不是的话，姜萍能做出同等水平的题来，那她就是清白的  是的话，她做不出同等水平的题来，那还可以细分:她是主谋（不清白），她是同谋（不清白），她是被迫的。被迫的继续细分:她准备受益（不清白），她不准备但受益（不清白），她不受益（清白）  不过，她不受益吗？既然出来争名夺利了，那就不要拿未成年人这身份当挡箭牌,0
2024/6/21 9:48,去搜了下之前姜萍老师王闰秋的采访，一些反常情况全对上了。 事情闹大后，姜萍的名字跟很多名校联系在了一起，姜萍自己是梦想去浙大。 王闰秋认为她最好能申请去常熟理工……  并且在央视的采访中，王闰秋反复强调，不要苛责姜萍的决赛成绩，不要给姜萍贴天才少女的标签，姜萍不属于天才型而是勤奋型。  姜萍的初中数学老师则说，姜萍即便在镇上的初中，也不是班上数学最好的学生。  靠勤奋数学能力可以短时间内完成飞升，从镇上中学都不顶尖到全球排名第12。  但凡接触过高中数学，都很难相信这种说法。即便真的能做到，这数学天赋至少历史级别，然而她又是个没啥天赋的勤奋型。 直接悖论了……,0
2024/7/5 14:21,【姜萍在中专的考试，数学经常是140甚至150分】——跟当地政府证实的数学考试83分一起看，真是何其讽刺……,0
2024/7/20 16:24,右边，你能拿出晴格格儿子作假的一点证据吗？她儿子不会打篮球吗？打得不好吗？姜萍作假可是一堆证据哦。为什么质疑没有证据的，有证据的不质疑？最右，晴格格家上北大，咋回事？对。而且现在不让跟进报道的力量才是最大的势力，期待劳教授们无惧“危险”让他们开口。,0
2024/6/21 2:50,真的很失望姜萍这次造假，开始很兴奋和周围朋友说女生在阴沟里仰望星空，和网友评论区大吵说嫉妒他们嫉妒姜萍。初赛怎么没有含金量，欧瑜、刘奔、张鑫亮都在她后面，但是唯独没有想到真的有人作弊。  其实看到知乎爆料姜萍的月考成绩已经深深怀疑，看到黑板板书几乎断定了，这个女孩子不可能在这么短时间做出初赛那些题目，即使清华劳东燕女生、纽约大学数学教授、复旦严锋也依然坚定不应该无根据质疑，即使看到了黑板书写、月考成绩也能大言不惭说没有作弊，我当时已经惊呆。  王润秋想读博的心，为了读博不惜一次次作弊想要进决赛拿到名次，和田金方互相勾结，互送论文拿国奖，果然真丑恶，天津大学也要自查一下自己学术丑闻。作弊有了一次，尝到甜头就会有第二次，第三次，直到现在我依然可惜王润秋对书数学的热爱，他是真的喜欢数学，可惜用错了方式。,0
2024/6/23 13:13,阿里竞赛选手因为姜萍发起请愿了 ,0
2024/6/16 9:40,【又一名校回应！要不要破格录取姜萍，到底听谁的？】 @中国青年报 ：近日，17岁中专在读女生姜萍以排名第12位的预赛成绩“爆冷”闯入一全球数学竞赛决赛。  17岁、中专生、服装设计专业……姜萍被网友惊呼为“天才少女”。  据媒体报道，姜萍来自江苏涟水中等专业学校的服装设计专业，她花了两年自学高等数学，是这项全球数学竞赛举办以来首位闯进决赛的中专在读生，也是前30名里唯一的女生。与她并肩进入决赛的参赛者，多来自北大清华等知名高校。  香港中文大学回应：消息不实  “姜萍能否就读优质高校，有没有可能被破格录取”的相关话题也引发了大量网友的讨论和猜测。  其中有消息称，“目前香港中文大学已经向姜萍递出橄榄枝，招生办正在积极联系中，并表示该校数学系主任是偏微分方向的业内大牛，更适合姜同学。”还有消息称“香港中文大学不但郑重邀请姜萍入读，还开出了全额奖学金的条件”。  6月15日，香港中文大学入学及学生资助处工作人员表示，香港中文大学邀请姜萍的消息不实，“经核实，香港中文大学入学及学生资助处并没有相关的资讯或计划，也并未主动联络过该位同学。”该工作人员表示，香港中文大学一直致力于吸引来自全球各地的优秀学生加入，具体的招生工作均是根据已公布的招生政策和程序进行。  据该工作人员介绍，香港中文大学通过全国普通高校统一招生计划招收内地高考生，获国家教育部列入提前录取批次。高考生不需向香港中文大学提出申请，只需在高考出分后通过提前批次填报志愿，香港中文大学也不设面试，录取以高考成绩（不含加分）择优录取。  在此前的媒体采访中，姜萍的数学老师王闰秋提到过姜萍的梦想是进入浙江大学，于是，舆论特别关注浙大能否破格录取姜萍。对此，浙大招生办工作人员表示，不好回答此事，目前也还没有接到相关通知。  王闰秋还表示，由于专业限制，姜萍只能就读江苏省内的三所高校，最好能申请到常熟理工学院。  要不要破格录取该听谁的？  新京报评论发文称，即便舆论有对“大学破格录取姜萍”的美好期待，但在现实中，大学要破格录取一名学生，也有相应的规定和流程，大学必须依法依规并坚持专业判断，很少有被舆论左右的情况。  本质上，大学破格录取一名学生，属于教育事务和专业事务。是否破格录取一名学生，取决于两点，一是这名学生是否足够优秀，达到破格录取的标准；二是是否符合有关破格录取的政策。  有媒体注意到，一些学校在接受采访时也表达了一些难处，似乎“破格”还涉及很多程序上的问题，打破既有的条条框框并不那么容易。  红星评论则称，如果能通过姜萍这个独特案例，撼动更多既有成规，让更多的专才获得更丰富的选择，才是人们更乐意看到的一幕。“姜萍如果有更好的出路，这不仅是给天才的褒奖，也是给所有人的激励——只要努力，就一定会有“不拘一格”的机会。”  半月谈发文表示，姜萍的故事告诉我们，要进一步优化人才识别机制，让有天赋、肯努力的人才早日出现在公众视野，同时不拘一格地培育、重用，让不同类型人才都能尽展其才，让每一块金子都能闪光发亮！  当然，姜萍最后去哪应该是她和高校的双向选择。有媒体提醒道，高度的曝光度也意味着姜萍的日常生活将被更多人知晓和讨论。“在这个泛娱乐化的时代，我们需要更加关注个人隐私和权益的保护，避免过度消费和干扰别人的正常生活和工作。对于姜萍，我们更应该以负责任的态度关注和支持她，为她创造一个良好的学习、成长环境。”,0
2024/7/12 13:30,如多些博友支持起诉，例如100以上博友支持，我就把起诉材料发出来，然后大家转发，转发呼吁人民法院 不畏权势、依法接收诉状等依法办案。那么，骗子姜萍作弊造假骗局，自然就会在法庭上被揭穿，从而实现袁教授和大家“能够水落石出，还大家公道，还数学清白 净土”的希望。支持起诉,0
2024/7/3 19:42,包括那个北大教授。虚伪小人[笑cry][允悲][跪了]。北大自己的事儿都不管。姜萍打击名人教授们所谓的自尊及优越感，王章之流是他们子孙要走的路不可废堵,0
2024/7/21 9:07,突破口就在姜萍身上。你见过同时上了这些媒体的软柿子？你见过涉嫌作假证据几大车、有本事突然遁形的软柿子？假装丢个作业都秒拘，这作假不恶劣的多？  软柿子好捏我觉得姜是整个事件最弱的一方，矛头不应该对准她。要打假应该针对阿里组织的竞赛,0
2024/7/3 19:35,"挺姜派犯的逻辑谬误之多，简直可以作为教科书的典例   我不转发质疑清北的,就被你定义为有错、嘴硬;你连姜萍月考不及格是因为大姨妈都能想出来,怎么不考虑人家看你疯成这样不愿搭理你的可能性?你看,直到现在你都没有转发过哪怕一条质疑清北在阿赛里作弊的微博",0
2024/7/11 8:49,【诚信为人之根本，以诚信和正义为准则】#姜萍事件 ##事件反转##谎言的代价#  对揭露姜萍事件初赛成绩造假事实的勇士，他们的行为确实值得我们尊敬。他们以诚信和正义为准则，勇敢地站出来揭示真相，不仅是对个人行为的监督，更是对整个社会公平正义的捍卫。 在姜萍事件中，这些勇士通过各种方式，如文章、视频等，将姜萍初赛成绩造假的事实公之于众。他们的努力让更多的人了解到了事件的真相，也让那些试图掩盖真相的人无处遁形。他们的行为不仅让姜萍事件的始作俑者必然遭到最无情的反噬，也让其他可能存在类似行为的人受到了警示。 这些勇士的行为也有助于维护社会的公平正义。在一个公平正义的社会中，每个人都应该遵守规则，不得通过不正当手段获取利益。而揭露造假行为，就是维护社会公平正义的重要方式之一。只有当每个人都遵守规则，社会才能更加和谐稳定地发展。 我们也应该看到，揭露造假行为并不是一件容易的事情。这些勇士可能会面临各种压力和威胁，甚至可能会受到不公正的对待。因此，我们应该给予他们更多的支持和保护，让他们能够更加坚定地走下去。 综上所述，揭露姜萍事件初赛成绩造假事实的勇士是值得我们尊敬的人。他们的行为不仅有助于维护社会的公平正义，也为我们树立了榜样。我们应该向他们学习，以诚信和正义为准则，为建设一个更加美好的社会贡献自己的力量。,0
2024/7/10 15:33,那么多不诚信的人，你们为什么要质疑姜萍。那么多混蛋父母，你们怎么就要骂门罗。要我说这种说法方式的人是吃饱了撑的。既然有那么多更重要的事情，你干嘛要在那指责质疑姜萍的人、攻击指责门罗的人，按照你的逻辑，你应该有更多重要大事件去说啊。你要觉得做这些事情的人是犯贱，你为啥也跟着犯贱呢，不是自打嘴巴。,0
2024/7/18 7:19,天才姜萍事件，是阿里发起的热点话题。可现在，阿里自己的AI却拒绝输出姜萍的任何信息，连同名同姓的人的信息也没有了，这就肯定是人为屏蔽了“姜萍”。为什么呢？,0
2024/7/28 14:32,法律界好像大多都没求真求实精神，姜萍事件时大多法律界大V都是支撑姜萍的，基本没有想要求证事实真相的也不知道他赖以成名的那些段子多少是瞎编的。,0
